,id_caso,id_caso_relacionado,a_o,mes,d_a,c_digo_dane_de_municipio,municipio,departamento,regi_n,modalidad,presunto_responsable,descripci_n_presunto,abandono_o_despojo_forzado,amenaza_o_intimidaci_n,ataque_contra_misi_n_m_dica,confinamiento_o_restricci,desplazamiento_forzado,extorsi_n,lesionados_civiles,pillaje,tortura,total_combatientes,total_civiles,total_de_v_ctimas_del_caso,tipo_de_armas,latitud_longitud,otro_hecho_simult_neo
60,185328,CR005161,2000,12,6,5313,GRANADA,ANTIOQUIA,ORIENTE ANTIOQUEÑO,ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO,GUERRILLA,FARC,0,1,0,0,0,0,25,0,0,0,22,22,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-75.18444508, 6.142896667]}",
61,185329,CR005146,2001,8,9,5652,SAN FRANCISCO,ANTIOQUIA,ORIENTE ANTIOQUEÑO,ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO,GUERRILLA,ELN,0,0,0,0,0,0,36,0,0,0,3,3,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-75.10268697, 5.964079131]}",
62,185330,CR005145,2001,8,23,5440,MARINILLA,ANTIOQUIA,ORIENTE ANTIOQUEÑO,ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO,GUERRILLA,ELN,0,0,0,0,0,0,26,0,0,0,1,1,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-75.33947788, 6.172269255]}",
63,185331,CR041132,2001,10,7,5667,SAN RAFAEL,ANTIOQUIA,ORIENTE ANTIOQUEÑO,ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO,GUERRILLA,FARC,0,0,0,0,0,0,8,0,0,0,3,3,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-75.02798382, 6.293754876]}",
64,185332,CR005149,2001,10,21,5541,PENOL,ANTIOQUIA,ORIENTE ANTIOQUEÑO,ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO,GUERRILLA,ELN,0,0,0,0,0,0,1,0,0,1,5,6,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-75.24282171, 6.219450549]}",
65,185333,CR005179,2002,1,25,11001,"BOGOTA, D.C.","BOGOTA, D. C.",AREA METROPOLITANA DE BOGOTA,ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO,GUERRILLA,FARC,0,0,0,0,0,0,28,0,0,4,2,6,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-74.107359, 4.65017303]}",
66,185335,CR005180,2002,3,11,50577,PUERTO LLERAS,META,ARIARI GUAYABERO,ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO,GUERRILLA,FARC,0,0,0,0,0,0,8,0,0,3,3,6,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-73.37374343, 3.269732439]}",
67,185336,CR046671,2002,3,28,95015,CALAMAR,GUAVIARE,ARIARI GUAYABERO,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,0,4,4,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-72.655172, 1.960108633]}",
68,185337,CR018154,2002,3,30,99001,PUERTO CARRENO,VICHADA,ALTILLANURA,ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO,GUERRILLA,FARC,0,0,0,0,0,0,21,0,0,6,0,6,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-67.486997, 6.186864187]}",
69,185338,CR005137,2002,4,5,50287,FUENTEDEORO,META,ARIARI GUAYABERO,DESCONOCIDA,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,0,0,0,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-73.61798161, 3.462868031]}",
70,185339,CR005114,2002,4,7,50001,VILLAVICENCIO,META,PIEDEMONTE LLANERO,ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO,GUERRILLA,FARC,0,0,0,0,0,0,70,0,0,0,10,10,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-73.62709204, 4.1238615]}",
71,185340,,2002,4,14,8001,BARRANQUILLA,ATLANTICO,NORTE DE ATLANTICO,ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO,GUERRILLA,FARC,0,0,0,0,0,0,13,0,0,0,4,4,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-74.79525905, 10.97592682]}",
72,185341,,2002,4,15,76364,JAMUNDI,VALLE DEL CAUCA,SUR DEL VALLE,DESCONOCIDA,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,2,0,0,0,3,3,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-76.54245873, 3.26227576]}",
73,185342,CR005099,2002,5,20,5390,LA PINTADA,ANTIOQUIA,SUROESTE ANTIOQUEÑO,ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO,GUERRILLA,FARC,0,0,0,0,0,0,11,0,0,0,1,1,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-75.60781026, 5.743807479]}",
74,185343,CR005133,2002,5,20,5390,LA PINTADA,ANTIOQUIA,SUROESTE ANTIOQUEÑO,ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO,GUERRILLA,FARC,0,0,0,0,0,0,11,0,0,0,1,1,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-75.60781026, 5.743807479]}",
75,185344,CR005140,2002,6,2,5172,CHIGORODO,ANTIOQUIA,URABA,ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO,GUERRILLA,FARC,0,0,0,0,0,0,24,0,0,1,8,9,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-76.6812164, 7.666300439]}",
76,185345,CR005102,2002,7,9,19455,MIRANDA,CAUCA,NORTE DEL CAUCA,ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO,GUERRILLA,FARC,0,0,0,0,0,0,6,0,0,0,1,1,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-76.22886987, 3.253095405]}",
77,185346,CR005094,2002,7,20,5315,GUADALUPE,ANTIOQUIA,NORTE DE ANTIOQUIA,ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO,GUERRILLA,FARC,0,0,0,0,0,0,10,0,0,0,0,0,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-75.24001859, 6.814263455]}",
78,185348,CR005174,2002,7,28,18753,SAN VICENTE DEL CAGUAN,CAQUETA,CAGUAN,ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO,GUERRILLA,FARC,0,0,1,0,0,0,3,0,0,0,0,0,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-74.76734058, 2.119786131]}",
79,185349,CR007134,2002,8,10,81794,TAME,ARAUCA,SARARE,ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO,GUERRILLA,FARC,0,0,0,0,0,0,6,0,0,0,0,0,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-71.75861086, 6.449379486]}",
80,185350,,2002,9,6,66170,DOSQUEBRADAS,RISARALDA,EJE CAFETERO,ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,16,0,0,1,1,2,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-75.68246912, 4.827187832]}",
81,185351,CR018420,2002,9,13,81736,SARAVENA,ARAUCA,SARARE,ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO,GUERRILLA,FARC,0,0,0,0,0,0,23,0,0,0,4,4,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-71.87233343, 6.95385957]}",
82,185352,,2002,9,16,81065,ARAUQUITA,ARAUCA,SARARE,ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO,GUERRILLA,NO IDENTIFICADA,0,0,0,0,0,0,6,0,0,0,1,1,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-71.42675118, 7.026981415]}",
83,185353,CR005097,2002,10,7,13244,EL CARMEN DE BOLIVAR,BOLIVAR,MONTES DE MARIA,ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO,GUERRILLA,FARC,0,0,0,0,0,0,5,0,0,0,0,0,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-75.12121573, 9.718579865]}",
84,185354,CR005178,2002,10,11,25312,GRANADA,CUNDINAMARCA,SUMAPAZ,ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO,GUERRILLA,FARC,0,0,0,0,0,0,10,0,0,0,0,0,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-74.35076611, 4.519763473]}",
85,185355,CR005038,2002,10,28,81001,ARAUCA,ARAUCA,LLANOS ORIENTALES,ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO,GUERRILLA,FARC,0,0,0,0,0,0,7,0,0,2,0,2,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-70.74635031, 7.077358544]}",
86,185356,CR005100,2002,10,28,8001,BARRANQUILLA,ATLANTICO,NORTE DE ATLANTICO,ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO,GUERRILLA,FARC,0,0,0,0,0,0,33,0,0,0,0,0,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-74.79525905, 10.97592682]}",
87,185357,CR005157,2002,11,13,54001,CUCUTA,NORTE DE SANTANDER,AREA METROPOLITANA DE CUCUTA,ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO,GUERRILLA,ELN,0,0,0,0,0,0,3,0,0,0,0,0,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-72.5082562, 7.905306295]}",
88,185358,CR005104,2002,11,14,25224,CUCUNUBA,CUNDINAMARCA,ALTIPLANO CUNDIBOYACENSE,ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO,GUERRILLA,ELN,0,0,0,0,0,0,4,0,0,0,0,0,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-73.76621533, 5.249767987]}",
89,185359,CR048326,2002,11,16,47001,SANTA MARTA,MAGDALENA,SIERRA NEVADA DE SANTA MARTA,ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO,GUERRILLA,FARC,0,0,0,0,0,0,6,0,0,0,2,2,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-74.19089412, 11.2294335]}",
90,185360,CR005162,2002,12,16,41001,NEIVA,HUILA,NORTE DEL HUILA,ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO,GUERRILLA,FARC,0,0,0,0,0,0,21,0,0,0,1,1,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-75.27772259, 2.935604415]}",
91,185361,CR005119,2003,1,9,81300,FORTUL,ARAUCA,SARARE,ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO,GUERRILLA,FARC,0,0,0,0,0,0,14,0,0,0,4,4,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-71.7685578, 6.797075753]}",
92,185362,CR005120,2003,1,16,5001,MEDELLIN,ANTIOQUIA,VALLE DE ABURRA,ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO,GUERRILLA,FARC,0,0,0,0,0,0,27,0,0,0,5,5,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-75.58171333, 6.246715564]}",
93,185363,CR005125,2003,1,25,18753,SAN VICENTE DEL CAGUAN,CAQUETA,CAGUAN,ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO,GUERRILLA,FARC,0,0,0,0,0,0,6,0,0,0,0,0,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-74.76734058, 2.119786131]}",
94,185364,CR005132,2003,2,7,11001,"BOGOTA, D.C.","BOGOTA, D. C.",AREA METROPOLITANA DE BOGOTA,ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO,GUERRILLA,FARC,0,0,0,0,0,0,200,0,0,0,36,36,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-74.107359, 4.65017303]}",
95,185365,CR005152,2003,3,5,54001,CUCUTA,NORTE DE SANTANDER,AREA METROPOLITANA DE CUCUTA,ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO,GUERRILLA,ELN,0,0,0,0,0,0,70,0,0,0,13,13,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-72.5082562, 7.905306295]}",
96,185366,CR005126,2003,5,25,95015,CALAMAR,GUAVIARE,ARIARI GUAYABERO,ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,3,0,0,0,1,1,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-72.655172, 1.960108633]}",
97,185367,CR047087,2003,7,2,41359,ISNOS,HUILA,SUR DEL HUILA,ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO,GUERRILLA,FARC,0,0,0,0,0,0,9,0,0,1,0,1,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-76.21763745, 1.92946706]}",
98,185368,,2003,7,5,18256,EL PAUJIL,CAQUETA,FLORENCIA Y AREA DE INFLUENCIA,ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO,GUERRILLA,FARC,0,0,0,0,0,0,17,0,0,0,0,0,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-75.32612346, 1.570373283]}",
99,185369,,2003,7,8,18256,EL PAUJIL,CAQUETA,FLORENCIA Y AREA DE INFLUENCIA,ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO,GUERRILLA,FARC,0,0,0,0,0,0,3,0,0,0,1,1,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-75.32612346, 1.570373283]}",
100,185370,CR005144,2003,7,17,81001,ARAUCA,ARAUCA,LLANOS ORIENTALES,ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO,GUERRILLA,NO IDENTIFICADA,0,0,0,0,0,0,0,0,0,0,0,0,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-70.74635031, 7.077358544]}",
101,185371,CR005168,2003,7,31,15757,SOCHA,BOYACA,ALTIPLANO CUNDIBOYACENSE,DESCONOCIDA,GUERRILLA,FARC,0,0,0,0,0,0,15,0,0,0,0,0,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-72.69196586, 5.996713021]}",
102,185372,CR047110,2003,8,10,50689,SAN MARTIN,META,PIEDEMONTE LLANERO,ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO,GUERRILLA,FARC,0,0,0,0,0,0,20,0,0,0,1,1,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-73.69561782, 3.701879876]}",
103,185373,CR048988,2003,8,24,50590,PUERTO RICO,META,ARIARI GUAYABERO,ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO,GUERRILLA,FARC,0,0,0,0,0,0,39,0,0,0,0,5,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-73.20651333, 2.939743676]}",
104,185374,CR005164,2003,9,9,15183,CHITA,BOYACA,ALTIPLANO CUNDIBOYACENSE,ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO,GUERRILLA,ELN,0,0,0,0,0,0,15,0,0,0,8,9,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-72.47189235, 6.187082996]}",
105,185375,CR005109,2003,10,8,11001,"BOGOTA, D.C.","BOGOTA, D. C.",AREA METROPOLITANA DE BOGOTA,ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,19,0,0,2,4,6,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-74.107359, 4.65017303]}",
106,185376,,2003,10,14,81736,SARAVENA,ARAUCA,SARARE,ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO,GUERRILLA,FARC,0,0,0,0,0,0,5,0,0,0,0,0,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-71.87233343, 6.95385957]}",
107,185377,CR005041,2003,10,15,81300,FORTUL,ARAUCA,SARARE,ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO,GUERRILLA,NO IDENTIFICADA,0,0,0,0,0,0,4,0,0,0,1,1,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-71.7685578, 6.797075753]}",
108,185378,,2003,10,16,81300,FORTUL,ARAUCA,SARARE,ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO,GUERRILLA,FARC,0,0,0,0,0,0,3,0,0,0,2,2,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-71.7685578, 6.797075753]}",
109,185379,CR005151,2003,10,22,86865,VALLE DEL GUAMUEZ,PUTUMAYO,BAJO PUTUMAYO,ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,13,0,0,0,2,2,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-76.9059688, 0.4239040926]}",
110,185381,CR005150,2003,10,25,5887,YARUMAL,ANTIOQUIA,NORTE DE ANTIOQUIA,ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO,GUERRILLA,FARC,0,0,0,0,0,1,12,0,0,0,7,7,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-75.41883314, 6.963872352]}",
111,185382,CR018227,2003,10,26,5887,YARUMAL,ANTIOQUIA,NORTE DE ANTIOQUIA,ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,11,0,0,0,5,5,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-75.41883314, 6.963872352]}",
112,185383,,2003,11,10,5361,ITUANGO,ANTIOQUIA,NORTE DE ANTIOQUIA,ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO,GUERRILLA,FARC,0,0,0,0,0,0,9,0,0,0,0,0,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-75.76467317, 7.17162903]}",
113,185384,,2003,11,27,81794,TAME,ARAUCA,SARARE,DESCONOCIDA,GUERRILLA,FARC,0,0,0,0,0,0,3,0,0,0,1,1,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-71.75861086, 6.449379486]}",
114,185385,,2003,11,27,81794,TAME,ARAUCA,SARARE,ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,4,0,0,0,2,2,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-71.75861086, 6.449379486]}",
115,185386,,2003,12,16,8001,BARRANQUILLA,ATLANTICO,NORTE DE ATLANTICO,ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO,GUERRILLA,NO IDENTIFICADA,0,0,0,0,0,0,73,0,0,0,1,1,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-74.79525905, 10.97592682]}",
116,185387,CR005101,2004,5,2,11001,"BOGOTA, D.C.","BOGOTA, D. C.",AREA METROPOLITANA DE BOGOTA,ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,11,0,0,0,0,0,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-74.107359, 4.65017303]}",
117,185388,CR005107,2004,5,4,81794,TAME,ARAUCA,SARARE,ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO,GUERRILLA,FARC,0,0,0,0,0,0,37,0,0,0,2,2,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-71.75861086, 6.449379486]}",
118,185389,CR005106,2004,5,15,5667,SAN RAFAEL,ANTIOQUIA,ORIENTE ANTIOQUEÑO,ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,14,0,0,0,1,1,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-75.02798382, 6.293754876]}",
119,185390,CR005108,2004,5,22,5649,SAN CARLOS,ANTIOQUIA,ORIENTE ANTIOQUEÑO,ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,14,0,0,0,3,3,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-74.98795256, 6.187991569]}",
120,185391,CR005115,2004,5,23,5045,APARTADO,ANTIOQUIA,URABA,ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO,GUERRILLA,FARC,0,0,0,0,0,0,26,0,0,0,7,7,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-76.62596065, 7.883417406]}",
121,185392,CR005169,2005,5,3,81736,SARAVENA,ARAUCA,SARARE,DESCONOCIDA,GUERRILLA,NO IDENTIFICADA,0,0,0,0,0,0,0,0,0,0,0,0,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-71.87233343, 6.95385957]}",
122,185393,,2005,8,6,81001,ARAUCA,ARAUCA,LLANOS ORIENTALES,ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO,GUERRILLA,NO IDENTIFICADA,0,0,0,0,0,0,26,0,0,0,1,1,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-70.74635031, 7.077358544]}",
123,185395,CR005110,2005,11,25,18001,FLORENCIA,CAQUETA,FLORENCIA Y AREA DE INFLUENCIA,ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,1,0,0,0,36,0,0,0,1,1,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-75.60856043, 1.61792293]}",
